product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
193,Полотенца для рук,8741,341,Товары для дома,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2004-07-18,2011-03-12,2.87,Backorder
194,Пакеты для спортзала,4902,652,Товары для дома,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2014-04-07,2025-02-13,0.31,Pending
195,Эмменталь,4029,430,Молочные продукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2005-01-15,2007-01-04,3.01,Delivered
196,Авокадо,6241,80,Фрукты,Может быть использован в качестве заменителя менее полезных продуктов.,2005-06-01,2007-02-01,0.46,Pending
197,Пакеты для библиотеки,7112,562,Товары для дома,"Является источником важных микроэлементов, таких как магний и калий.",2012-02-02,2017-10-12,1.19,Returned
198,Химкинская,980,956,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1994-10-12,2029-02-10,3.16,Awaiting Review
199,Тимьян сушеный,5196,968,Бакалея,Является неотъемлемой частью рациона многих народов мира.,2010-02-03,2030-02-09,0.38,In Stock
200,Бурятская,9823,8,Напитки,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2007-02-08,2018-05-03,3.32,Available for Pickup
201,Робот-пылесос,559,404,Товары для дома,Помогает поддерживать нормальный уровень эстрогенов у женщин.,2003-01-02,2011-04-14,0.1,New
202,Хлебопечка,8761,513,Товары для дома,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",2007-03-16,2022-01-20,0.85,Shipping
203,Катык,8294,632,Молочные продукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2000-01-08,2019-02-21,3.8,Awaiting Payment
204,Блендер,9079,409,Товары для дома,Помогает поддерживать нормальный уровень сахара в крови.,2019-08-07,2024-01-06,0.37,Awaiting Payment
205,Пакеты для Всемирного дня воды,6278,408,Товары для дома,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",2021-02-16,2030-02-21,4.15,Returned
206,Патиссон,9451,100,Овощи,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2004-09-01,2026-03-02,3.25,Backorder
207,Голландский сыр,6635,271,Молочные продукты,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",1990-01-05,2028-03-11,1.94,Shipping
208,Творог,2991,798,Молочные продукты,"Является источником важных микроэлементов, таких как магний и калий.",2007-03-02,2011-02-06,1.85,Available for Pickup
209,Морковь,8547,201,Овощи,"Помогает улучшить состояние волос, ногтей и кожи.",2003-04-01,2004-09-02,1.56,Temporarily Unavailable
210,Рязанская,7940,622,Напитки,Отличается способностью повышать общий тонус и работоспособность.,1999-01-03,2008-04-03,2.72,Temporarily Unavailable
211,Бекон,475,203,Мясо,"Помогает поддерживать нормальный уровень гамма-аминомасляной кислоты (GABA), успокаивающего нейромедиатора.",2011-05-02,2018-01-10,1.05,Awaiting Review
212,Ласси,7796,624,Молочные продукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1999-07-02,2030-05-09,0.14,Available for Pickup
213,Массандра,517,227,Напитки,Прошел строгий контроль качества на всех этапах производства.,2021-01-02,2030-06-11,4.36,Awaiting Payment
214,Майонез,6351,713,Бакалея,Отличается стабильностью вкуса и качества в течение всего срока хранения.,1994-03-01,1994-03-05,3.13,Temporarily Unavailable
215,Куриные бедра,3394,284,Мясо,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2009-02-04,2030-03-18,2.35,Out of Stock
216,Шелковица,9077,610,Фрукты,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2013-02-10,2014-01-01,1.62,On Backorder
217,Сметана,5656,187,Бакалея,Помогает поддерживать нормальный уровень кислотности желудка.,1998-04-01,2013-11-02,3.68,Awaiting Payment
218,Таганрогская,6519,938,Напитки,Представляет собой ценный источник питательных веществ для растущего организма.,2007-09-17,2024-04-09,1.46,On Backorder
219,Эндивий,1976,482,Овощи,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2009-01-17,2010-05-04,4.84,Pending
220,Шахтинская,6058,212,Напитки,Является неотъемлемой частью рациона многих народов мира.,2010-06-01,2022-02-02,2.44,Awaiting Payment
221,Каша из сорго,4662,718,Бакалея,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2017-03-01,2018-07-17,1.79,Sold
222,Спаржа,790,846,Овощи,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",2000-02-02,2005-03-01,3.53,Cancelled
223,Растительное масло горчичное,2018,504,Бакалея,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",2013-01-19,2026-02-27,1.38,Sold
224,Масло сливочное,9529,462,Молочные продукты,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",1993-01-01,2006-01-10,1.42,Temporarily Unavailable
225,Каша из дробленной ржаной крупы,1700,321,Бакалея,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",2001-01-04,2029-02-21,0.43,Delivered
226,"Сухофрукты (изюм, курага, чернослив)",7018,945,Бакалея,Прошел проверку на соответствие экологическим нормам и стандартам.,2006-01-18,2022-03-09,3.32,Awaiting Review
227,Темный шоколад,5781,938,Бакалея,Является важным компонентом рациона для поддержания гормонального баланса.,2000-01-10,2017-07-14,0.13,Shipping
228,Сердце,1482,527,Мясо,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2009-04-01,2012-03-07,1.37,Shipping
229,Красный перец чили молотый,6403,835,Бакалея,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2020-05-01,2024-05-13,1.99,Pending
230,Окра,6448,846,Овощи,Может использоваться в вегетарианской диете как источник белка.,1997-01-16,2011-03-01,2.78,Refunded
231,Fruko Schulz,3862,970,Напитки,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1999-04-01,2023-01-04,3.84,Cancelled
232,Шафран молотый,2550,791,Бакалея,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",1996-01-03,2019-09-02,1.44,Sold
233,Смородина,2722,304,Фрукты,Помогает поддерживать нормальный уровень pH в организме.,2010-02-01,2024-04-04,2.02,Cancelled
234,Ямс,2534,48,Овощи,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1997-02-02,2004-03-03,1.52,Available for Pickup
235,Салфетки сухие,3221,53,Товары для дома,Отличается высокими показателями усвояемости организмом.,1996-04-01,2010-08-15,0.84,Available for Pickup
236,Каша из кукурузной муки,1023,822,Бакалея,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2006-01-02,2009-04-07,4.11,Cancelled
237,Куриные субпродукты,8654,397,Мясо,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2019-03-05,2025-07-04,1.51,Returned
238,7UP,7771,919,Напитки,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2022-01-04,2030-03-09,2.54,Out of Stock
239,Сливки,4991,263,Молочные продукты,Может использоваться в косметических процедурах для увлажнения кожи.,2012-10-17,2013-05-17,2.5,Sold
240,Гусь,506,229,Мясо,Помогает поддерживать нормальный обмен веществ и метаболизм.,2020-03-19,2025-03-08,3.97,Shipping
241,Pepsi Max,8832,947,Напитки,"Помогает поддерживать нормальный уровень дигидротестостерона, гормона, отвечающего за половое созревание у мужчин.",1995-02-01,2023-05-07,2.97,Awaiting Payment
242,Нафтуся,7033,418,Напитки,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2019-06-01,2023-11-09,2.91,On Backorder
243,Бифштекс,2667,317,Мясо,Может использоваться в косметических процедурах для увлажнения кожи.,2014-08-02,2029-01-01,1.76,Shipping
244,Каша из дробленной манной крупы,6705,117,Бакалея,Помогает укреплять стенки сосудов и улучшать кровообращение.,2019-03-07,2027-06-05,0.24,Awaiting Review
245,Чашки,463,404,Товары для дома,Подходит для использования в диетических программах для похудения.,1995-03-01,2020-01-14,0.94,Available for Pickup
246,Молочный коктейль,5062,544,Напитки,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,2000-07-22,2006-01-07,4.92,Out of Stock
247,Кунжут черный,194,586,Бакалея,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",2013-04-04,2027-02-03,1.35,Refunded
248,Консервы мясные,1471,918,Мясо,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2006-01-21,2012-06-08,1.81,Backorder
249,Паприка острая молотая,1519,353,Бакалея,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2005-02-09,2012-01-12,1.47,Awaiting Payment
250,Куриные субпродукты,6661,816,Мясо,"Отличается приятным ароматом, который усиливает аппетит.",1990-06-07,1993-01-02,1.3,Pending
251,Соус соевый,9570,730,Бакалея,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2019-03-03,2029-07-02,3.55,Returned
252,Шубат,4833,150,Молочные продукты,Помогает поддерживать нормальный уровень холестерина в крови.,2002-01-18,2027-10-02,0.49,Cancelled
253,Уральская,7326,478,Напитки,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2011-03-04,2012-07-05,4.37,Pending
254,Верблюжье молоко,3104,43,Молочные продукты,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2005-01-09,2007-04-01,3.69,Temporarily Unavailable
255,Золотое молоко,9163,328,Напитки,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",1993-09-01,2028-08-27,3.1,Delivered
256,Яблоко,719,185,Фрукты,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,2000-03-04,2028-01-22,0.24,Returned
257,Пастернак,3810,595,Овощи,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2005-01-02,2014-03-05,4.59,Out of Stock
258,Зубная щетка,8615,85,Товары для дома,Способствует нормализации обмена веществ в организме.,1998-01-24,2005-01-01,0.7,Awaiting Payment
259,Йогурт,6921,298,Молочные продукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1994-06-18,2005-01-04,3.48,In Stock
260,Ласси,9036,265,Молочные продукты,Помогает улучшать качество сна и снижать уровень тревожности.,1990-06-01,2026-08-06,3.45,Available for Pickup
261,Репа,472,997,Овощи,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2002-02-04,2021-03-02,0.46,Delivered
262,Буженина,3446,541,Мясо,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2005-02-17,2009-03-09,1.75,Out of Stock
263,Розмарин сушеный,5088,13,Бакалея,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2001-02-16,2011-05-02,0.75,Cancelled
264,Каймак,8030,422,Молочные продукты,Является важным компонентом сбалансированного рациона питания.,1995-01-02,2030-01-14,0.17,In Stock
265,Нектарин,9022,419,Фрукты,"Отличается высоким содержанием пантотеновой кислоты, необходимой для метаболизма жиров, белков и углеводов.",2017-06-02,2022-05-06,0.49,Awaiting Payment
266,Моцарелла,1257,155,Молочные продукты,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",2007-07-01,2008-07-01,0.37,Returned
267,Каша из кукурузной муки,9410,203,Бакалея,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",1990-01-22,2027-07-19,4.49,Sold
268,Пиво безалкогольное,5846,670,Напитки,Является важным компонентом сбалансированного рациона питания.,2006-06-10,2021-04-07,3.93,In Stock
269,Портулак,9219,459,Овощи,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2003-11-05,2025-04-07,1.81,Out of Stock
270,Темный шоколад,2092,575,Бакалея,"Богат кальцием, необходимым для укрепления костей и зубов.",1998-01-05,2021-03-06,3.04,Awaiting Payment
271,Чеддер,6858,770,Молочные продукты,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2003-11-02,2008-02-10,2.98,Temporarily Unavailable
272,Простыни,9531,981,Товары для дома,Помогает поддерживать нормальный уровень электролитов в организме.,2015-05-10,2025-03-13,1.17,Shipping
273,Шейка,3994,913,Мясо,Может использоваться в детском питании начиная с раннего возраста.,2000-08-15,2020-01-03,3.04,Refunded
274,Укроп,9208,538,Овощи,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",2006-02-01,2030-10-05,2.26,Sold
275,Сметана,4908,27,Молочные продукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2014-01-09,2018-05-13,1.53,Cancelled
276,Моцарелла,6591,260,Молочные продукты,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2004-03-03,2018-02-05,4.17,Available for Pickup
277,Моцарелла,9491,430,Молочные продукты,Способствует нормализации обмена веществ в организме.,2015-02-02,2021-01-01,0.34,Temporarily Unavailable
278,Ульяновская,9532,507,Напитки,"Подходит для использования в диетах, направленных на снижение веса.",1992-03-08,2024-11-08,4.39,Delivered
279,Каша из булгура,2280,307,Бакалея,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2011-06-02,2025-07-07,3.32,Out of Stock
280,Доски разделочные,9505,660,Товары для дома,Способствует улучшению работы пищеварительной системы.,2008-12-17,2011-03-24,0.7,Returned
281,Бамия,9013,198,Овощи,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2008-01-03,2014-04-12,1.42,Out of Stock
282,Кофе молотый,9163,892,Бакалея,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",1990-10-01,2008-04-02,0.58,Refunded
283,Батат,7501,75,Овощи,Отличается высоким уровнем биологической доступности питательных веществ.,2016-01-13,2022-02-16,3.19,Temporarily Unavailable
284,Пищевая пленка,7108,353,Товары для дома,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2017-01-13,2017-02-01,4.65,Out of Stock
285,Ополаскиватель для полости рта,395,142,Товары для дома,Помогает укрепить иммунную систему и защитить организм от инфекций.,2015-01-07,2022-08-11,1.43,Refunded
286,Легкое,7891,136,Мясо,Представляет собой ценный источник питательных веществ для растущего организма.,1991-05-17,2012-04-01,0.93,Out of Stock
287,Щавель,1668,206,Овощи,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",1999-01-03,2030-01-15,1.22,New
288,Киви,9750,456,Фрукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2014-04-26,2021-03-22,2.1,Shipping
289,Ямайский перец горошком,7209,513,Бакалея,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2015-05-16,2028-02-03,3.44,Available for Pickup
290,Шалфей сушеный,5769,417,Бакалея,Является важным компонентом сбалансированного рациона питания.,2021-02-10,2030-02-03,4.87,Shipping
291,Моцарелла,6497,22,Молочные продукты,Помогает поддерживать здоровый цвет лица и упругость кожи.,2000-01-26,2009-04-13,4.74,Pending
292,Горячий шоколад,7967,275,Напитки,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",2005-03-01,2012-02-02,4.38,Awaiting Review
293,Тархун,656,953,Напитки,Способствует нормализации обмена веществ в организме.,2016-01-19,2023-01-10,3.54,In Stock
294,Шумовки,8826,606,Товары для дома,Может использоваться в косметических процедурах для увлажнения кожи.,2020-06-06,2028-05-01,4.41,Awaiting Payment
295,Фенхель,5564,831,Овощи,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2000-02-01,2026-01-01,0.16,On Backorder
296,Рамбутан,9202,863,Фрукты,Поддерживает иммунитет и общее состояние здоровья.,1990-02-02,1996-02-17,0.4,Shipping
297,Сельдерей сушеный,3221,42,Бакалея,Улучшает настроение и общее самочувствие благодаря содержанию триптофана.,2012-01-04,2016-02-06,4.1,New
298,Творог,6235,309,Бакалея,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,2017-01-22,2018-03-01,2.15,Shipping
299,Ряженка,3802,579,Молочные продукты,Помогает поддерживать нормальный уровень холестерина в крови.,2016-01-18,2016-02-07,2.75,Refunded
300,Панчетта,3256,531,Мясо,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2005-03-06,2024-01-02,1.46,In Stock
301,Укроп,5888,781,Овощи,"Обладает мягким вкусом, который нравится многим потребителям.",2001-01-02,2002-09-07,2.9,In Stock
302,Конопляные семена,7992,582,Бакалея,Помогает поддерживать нормальный уровень гемоглобина в крови.,2015-04-14,2025-01-06,1.35,Awaiting Payment
303,Гуляш,6842,190,Мясо,Может использоваться в вегетарианской диете как источник белка.,2021-03-07,2027-05-08,2.52,Available for Pickup
304,Сельдерей сушеный,3493,60,Бакалея,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",2003-01-07,2021-09-05,1.03,Shipping
305,Растительное масло горчичное,5796,720,Бакалея,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",1998-06-09,2004-01-08,3.29,Shipping
306,Камамбер,4975,788,Молочные продукты,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2009-01-11,2019-10-01,3.93,Refunded
307,Йогурт,8122,256,Молочные продукты,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2005-02-09,2008-08-01,1.8,Out of Stock
308,Ряженка,7065,430,Молочные продукты,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,1998-07-05,2021-04-03,4.79,Sold
309,Соевый напиток,3078,343,Напитки,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2012-03-08,2022-04-05,2.52,Delivered
310,Чеддер,9298,932,Молочные продукты,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2005-01-10,2029-03-13,1.99,New
311,Карамбола,4865,567,Фрукты,Отвечает всем современным стандартам качества и безопасности.,2005-05-01,2011-01-27,3.91,Awaiting Review
312,Моцарелла,1680,337,Молочные продукты,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",2003-01-01,2004-03-26,4.53,On Backorder
313,Кабачок,9710,743,Овощи,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",2008-05-03,2013-04-01,2.7,Sold
314,Консервный нож,5279,205,Товары для дома,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2009-02-02,2023-01-09,3.89,Temporarily Unavailable
315,Каша из дробленной кукурузной крупы,3214,655,Бакалея,Помогает поддерживать нормальный уровень холестерина в крови.,2017-03-05,2028-05-08,2.98,Cancelled
316,Растительное масло тыквенное,6221,405,Бакалея,Прошел клинические испытания и рекомендован специалистами в области здравоохранения.,1997-03-21,2004-01-09,2.78,Temporarily Unavailable
317,Электрочайник,7244,732,Товары для дома,Рекомендуется для ежедневного потребления в умеренных количествах.,2012-01-10,2022-02-17,2.71,On Backorder
318,Творог,9928,240,Молочные продукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2016-05-01,2025-02-10,4.35,Returned
319,Пакеты для барбекю,5349,791,Товары для дома,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2016-04-01,2026-03-08,0.75,Shipping
320,Чечевица,9879,986,Овощи,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2021-01-19,2029-04-02,3.57,Cancelled
321,Забайкальская,4110,935,Напитки,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2019-08-02,2021-02-14,1.06,Cancelled
322,Душистый перец горошком,8860,397,Бакалея,Придает блюдам особую нежность и насыщенность.,2013-01-01,2015-09-01,1.76,Awaiting Payment
323,Помело,607,714,Фрукты,Помогает поддерживать нормальный уровень гемоглобина в крови.,2015-02-08,2030-01-01,2.44,Awaiting Payment
324,Куркума молотая,3118,516,Бакалея,Помогает поддерживать здоровый цвет лица и упругость кожи.,2011-06-09,2030-02-03,1.33,In Stock
325,Полотенца банные,1543,832,Товары для дома,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",2004-09-05,2007-06-03,0.15,Shipping
326,Щавель,4711,324,Овощи,"Отличается приятным ароматом, который усиливает аппетит.",1990-04-08,2014-03-04,0.84,Temporarily Unavailable
327,Анис звездчатый,9969,964,Бакалея,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2010-03-20,2014-03-13,4.3,On Backorder
328,Кола,6697,298,Напитки,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",2003-09-06,2027-04-02,4.85,Cancelled
329,Тушенка,7637,612,Мясо,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2021-02-03,2025-03-02,3.65,Available for Pickup
330,Бамия,9004,399,Овощи,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2009-04-07,2014-07-15,3.95,Delivered
331,Серебряный ключ,8118,219,Напитки,Помогает поддерживать нормальный уровень холестерина в крови.,2021-03-04,2028-11-01,3.72,Sold
332,Противни,607,859,Товары для дома,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",2012-03-15,2027-03-01,2.0,Sold
333,Электрочайник,1641,247,Товары для дома,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",1999-02-24,2021-01-02,1.14,Backorder
334,Крыжовник,6559,978,Фрукты,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2003-09-01,2023-03-02,2.14,Delivered
335,Кабанятина,5801,458,Мясо,Помогает поддерживать нормальный уровень pH в организме.,2009-03-16,2022-09-04,0.82,Awaiting Review
336,Чоризо,4170,173,Мясо,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2011-02-02,2018-03-25,3.33,In Stock
337,Спаржа,3405,781,Овощи,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2022-12-19,2026-01-01,3.53,Cancelled
338,Шейка,7828,954,Мясо,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2018-01-12,2018-04-12,1.02,Shipping
339,Колбаса вареная,4856,47,Мясо,"Отличается высоким содержанием эллаговой кислоты, вещества, обладающего противораковыми свойствами.",1997-02-08,2003-02-22,4.56,New
340,Консервы мясные,5959,683,Мясо,Отличается гипоаллергенностью и безопасностью для большинства людей.,1990-04-04,2025-02-01,4.41,On Backorder
341,Каша из полбы,5662,236,Бакалея,Отличается способностью повышать общий тонус и работоспособность.,2001-01-07,2027-06-09,3.81,Awaiting Payment
342,Шубат,4196,99,Молочные продукты,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",2009-08-03,2021-04-03,1.41,Temporarily Unavailable
343,Пакеты для Дня смеха,5547,456,Товары для дома,Помогает поддерживать нормальный уровень глюкозы в крови.,2016-03-04,2018-01-03,1.28,In Stock
344,Волжанка,1541,487,Напитки,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2016-01-01,2021-09-06,0.84,Refunded
345,Курт,2794,781,Молочные продукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2004-06-15,2004-07-12,1.71,New
346,Копчености,9353,642,Мясо,Помогает укреплять стенки сосудов и улучшать кровообращение.,2015-01-01,2025-04-07,0.08,Delivered
347,Рис,6713,505,Бакалея,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2001-04-23,2027-01-13,4.61,Pending
348,Тушенка,8207,131,Мясо,Помогает поддерживать нормальный уровень триглицеридов в крови.,2014-01-10,2022-01-02,4.3,Cancelled
349,Российский сыр,1201,985,Молочные продукты,"Является источником антиоксидантов, замедляющих процессы старения.",2013-04-05,2021-02-02,2.59,Refunded
350,Моцарелла,2395,918,Молочные продукты,Является неотъемлемой частью рациона многих народов мира.,2012-03-10,2019-08-15,3.78,Backorder
351,Укроп,3557,700,Овощи,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,2019-02-05,2026-01-09,3.68,Returned
352,Катык,4174,634,Молочные продукты,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2021-02-05,2029-01-03,3.08,In Stock
353,Ливерная колбаса,160,460,Мясо,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2014-08-14,2024-01-01,2.11,On Backorder
354,Простыни,1275,856,Товары для дома,Помогает поддерживать нормальный уровень электролитов в организме.,1994-02-10,2009-02-26,4.34,Awaiting Payment
355,Клубника,2641,467,Фрукты,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,2012-10-05,2018-01-25,4.89,Sold
356,Сметана,1390,137,Бакалея,"Является источником важных микроэлементов, таких как магний и калий.",2003-02-12,2014-07-10,4.89,Delivered
357,Кумыс,4006,851,Напитки,"Подходит для использования в диетах, направленных на снижение веса.",2017-03-13,2025-01-14,1.38,New
358,Кефир,6850,682,Молочные продукты,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2016-03-04,2017-06-12,4.02,Shipping
359,Пакеты для ярмарки,4782,508,Товары для дома,"Обладает приятным вкусом и мягкой текстурой, что делает его популярным выбором среди потребителей.",1995-01-06,2028-01-09,0.79,Temporarily Unavailable
360,Миргородская,924,485,Напитки,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2014-08-03,2024-07-02,4.46,Backorder
361,Сало,4715,208,Мясо,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2018-04-01,2029-08-06,0.81,Sold
362,Папайя,5220,824,Фрукты,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",2014-02-07,2024-02-01,0.26,Temporarily Unavailable
363,Хурма,7812,491,Фрукты,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1992-05-07,2028-07-26,2.92,Returned
364,Российский сыр,8259,47,Молочные продукты,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2005-11-10,2027-11-17,0.12,Backorder
365,Малина,4450,354,Фрукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,1996-01-17,1998-01-04,2.07,In Stock
366,Манты,1185,876,Мясо,Подходит для использования в рецептах традиционной кухни разных стран.,2014-01-04,2014-02-01,1.99,Sold
367,Чечевица,8693,510,Овощи,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2018-02-02,2020-04-05,2.62,In Stock
368,Пакеты для Нового года,4169,252,Товары для дома,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2000-08-01,2027-02-11,0.92,Pending
369,Портулак,4668,461,Овощи,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2022-07-13,2027-04-07,2.05,New
370,Тако с мясом,6882,73,Мясо,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2003-01-16,2008-03-12,0.84,Sold
371,Каша из дробленной кукурузной крупы,5526,543,Бакалея,Помогает поддерживать оптимальный вес и форму тела.,2017-01-13,2027-01-01,1.82,Shipping
372,Горох,4536,34,Овощи,Идеален для перекусов между основными приемами пищи.,2000-01-03,2020-01-05,2.03,New
373,Какао,4536,443,Напитки,Может быть использован в выпечке для придания ей особой пышности и аромата.,2013-07-10,2021-04-01,0.02,Shipping
374,Окра,7047,399,Овощи,Отличается способностью повышать общий тонус и работоспособность.,1991-05-09,2005-01-08,3.54,Cancelled
